idx,T,log10E,log10Jump,dir,cap,E,slope
911,7009.11,-2.640804645827053432e-01,2.849957318702333597e-01,1,0,5.444017786152739458e-01,-2.824384396542448106e-01
912,7009.12,-2.669802928454982349e-01,8.756432300432041849e-02,1,0,5.407788615276371003e-01,-4.420337036290555299e-01
913,7009.13,-2.711888198543106476e-01,-4.994264876778164997e-02,1,0,5.355637578072920402e-01,-6.008330708084528293e-01
914,7009.14,-2.767367219921517130e-01,-1.567390659843274081e-01,1,0,5.287657029864195612e-01,-7.585816692665573457e-01
915,7009.15,-2.836656601052331972e-01,-2.450997778003223271e-01,1,0,5.203964675321894884e-01,-9.150274394434712022e-01
916,7009.16,-2.920294977810551362e-01,-3.213813982150783288e-01,1,0,5.104703270657756642e-01,-1.069921464793055943e+00
917,7009.17,-3.018959475715372043e-01,-3.893289020459865801e-01,1,0,4.990040293000930216e-01,-1.223018297322780334e+00
918,7009.18,-3.133487561027150647e-01,-4.513595980191884571e-01,1,0,4.860167577493590962e-01,-1.374076277622603648e+00
919,7009.19,-3.264905860894789513e-01,-5.091499521428181074e-01,1,0,4.715300922675715323e-01,-1.522857848987548390e+00
920,7009.2,-3.414468211851621748e-01,-5.639369490962445886e-01,1,0,4.555679664769083370e-01,-1.669129865246759437e+00
921,7009.21,-3.583706201413610626e-01,-6.166879038747937747e-01,1,0,4.381566221508865766e-01,-1.812663891920491821e+00
922,7009.22,-3.774496994144058148e-01,-6.682045308088995217e-01,1,0,4.193245606208544918e-01,-1.953236500335540748e+00
923,7009.23,-3.989155612539890816e-01,-7.191926467932528988e-01,1,0,3.991024912780411493e-01,-2.090629554339183294e+00
924,7009.24,-4.230562655758863255e-01,-7.703141506449777687e-01,1,0,3.775232772469365727e-01,-2.224630489261656408e+00
925,7009.25,-4.502344742177210590e-01,-8.222313943565091598e-01,1,0,3.546218783092238147e-01,-2.355032582787602191e+00
926,7009.26,-4.809135753410224701e-01,-8.756515190186893172e-01,1,0,3.304352911608258725e-01,-2.481635217407718308e+00
927,7009.27,-5.156966192626197820e-01,-9.313783138811145834e-01,1,0,3.050024870878635386e-01,-2.604244134133039790e+00
928,7009.28,-5.553863898494438844e-01,-9.903816634361651827e-01,1,0,2.783643471504367306e-01,-2.722671677165872772e+00
929,7009.29,-6.010820285287656883e-01,-1.053901106289269141e+00,1,0,2.505635949661436102e-01,-2.836737029233345808e+00
930,7009.3,-6.543425958798164688e-01,-1.123614614359866426e+00,1,0,2.216447271881301362e-01,-2.946266437301837904e+00
931,7009.31,-7.174822441183611454e-01,-1.201937750619737288e+00,1,0,1.916539417752177732e-01,-3.051093428403186980e+00
932,7009.32,-7.941488346260535680e-01,-1.292605371657973290e+00,1,0,1.606390641542826403e-01,-3.151059015316528544e+00
933,7009.33,-8.905919939719564304e-01,-1.401942100516071266e+00,1,0,1.286494713775560295e-01,-3.246011891862874421e+00
934,7009.34,-1.018924656746033719e+00,-1.542125783030729558e+00,1,0,9.573601437987665219e-02,-3.335808617583086111e+00
935,7009.35,-1.207952110472829244e+00,-1.742018062055798122e+00,1,0,6.195093844315005538e-02,-3.420313791583707630e+00
936,7009.36,-1.563077573442651858e+00,-2.107071187654115274e+00,1,0,2.734780197735586088e-02,-3.499400215349185661e+00
937,7009.37,-2.095901110716098081e+00,-2.648927933265398327e+00,-1,0,8.018606270613267209e-03,3.572949044333304069e+00
938,7009.38,-1.355636739413721426e+00,-1.916839517574130181e+00,-1,0,4.409235146719755333e-02,3.640849928157167348e+00
939,7009.39,-1.092500293543081424e+00,-1.661054139206465496e+00,-1,0,8.081643828676426944e-02,3.703001139255785112e+00
940,7009.4,-9.276291429036470637e-01,-1.502737247027761569e+00,-1,0,1.181328977343084619e-01,3.759309689830193424e+00
941,7009.41,-8.069230789986326924e-01,-1.387812880751698952e+00,-1,0,1.559828750786627916e-01,3.809691436977093115e+00
942,7009.42,-7.115121820172657374e-01,-1.297431912836928047e+00,-1,0,1.943067187774149551e-01,3.854071175883183820e+00
943,7009.43,-6.325619430647284602e-01,-1.222777479039466986e+00,-1,0,2.330440702736790992e-01,3.892382720986681477e+00
944,7009.44,-5.652172672937935127e-01,-1.159009233585844623e+00,-1,0,2.721339545439699359e-01,3.924568975023910333e+00
945,7009.45,-5.065212159107316259e-01,-1.103182294991418733e+00,-1,0,3.115148712756840577e-01,3.950581985894375148e+00
946,7009.46,-4.545383881102021961e-01,-1.053370789831178822e+00,-1,0,3.511248865521051643e-01,3.970382991293269104e+00
947,7009.47,-4.079324131629565864e-01,-1.008245469480717915e+00,-1,0,3.909017249224176482e-01,3.983942451075979552e+00
948,7009.48,-3.657415830027384018e-01,-9.668494337592448140e-01,-1,0,4.307828617339357624e-01,3.991240067334791863e+00
949,7009.49,-3.272506204503067284e-01,-9.284699591704557164e-01,-1,0,4.707056156036374395e-01,3.992264792183619182e+00
950,7009.5,-2.919130307709437155e-01,-8.925608810932366133e-01,-1,0,5.106072409061261919e-01,3.987014823262212015e+00
951,7009.51,-2.593018330057735299e-01,-8.586933271953055558e-01,-1,0,5.504250201553393396e-01,3.975497586986895371e+00
952,7009.52,-2.290770671191846297e-01,-8.265231981614433732e-01,-1,0,5.900963561576666461e-01,3.957729709590402045e+00
953,7009.53,-2.009636570815842016e-01,-7.957689751237762010e-01,-1,0,6.295588638146485394e-01,3.933736976008856523e+00
954,7009.54,-1.747359052968593951e-01,-7.661961276558938438e-01,-1,0,6.687504614540790149e-01,3.903554276689306768e+00
955,7009.55,-1.502063686964575928e-01,-7.376058702151323532e-01,-1,0,7.076094615691506107e-01,3.867225542406493410e+00
956,7009.56,-1.272177098315111499e-01,-7.098268569176880982e-01,-1,0,7.460746608462383023e-01,3.824803667192649748e+00
957,7009.57,-1.056366165506323340e-01,-6.827089036050875137e-01,-1,0,7.840854293630363792e-01,3.776350419499127309e+00
958,7009.58,-8.534919057789326635e-02,-6.561181314643502738e-01,-1,0,8.215817988400208050e-01,3.721936341723445452e+00
959,7009.59,-6.625739885989437306e-02,-6.299331182676103369e-01,-1,0,8.585045498296204336e-01,3.661640638250001523e+00
960,7009.6,-4.827630684596885546e-02,-6.040417663981205720e-01,-1,0,8.947952977290362098e-01,3.595551052167103911e+00
961,7009.61,-3.133189584378705261e-02,-5.783386770158058798e-01,-1,0,9.303965775043425701e-01,3.523763730837186969e+00
962,7009.62,-1.535932268366300979e-02,-5.527228722046589882e-01,-1,0,9.652519270153474551e-01,3.446383080511044472e+00
963,7009.63,-3.015185499875826800e-04,-5.270957408635588148e-01,-1,0,9.993059688326595413e-01,3.363521610190625566e+00
964,7009.64,1.389194911226736620e-02,-5.013591049283865342e-01,-1,0,1.032504490440530942e+00,3.275299764958363280e+00
965,7009.65,2.726580847146368655e-02,-4.754133134198393895e-01,-1,0,1.064794522721282277e+00,3.181845749004173385e+00
966,7009.66,3.985985194454574193e-02,-4.491552743967918704e-01,-1,0,1.096124416619497222e+00,3.083295338594080004e+00
967,7009.67,5.170957443654901342e-02,-4.224763295342193192e-01,-1,0,1.126443917886676305e+00,2.979791685236965026e+00
968,7009.68,6.284670653011154018e-02,-3.952598619687569537e-01,-1,0,1.155704239809661305e+00,2.871485109318104634e+00
969,7009.69,7.329966236433967108e-02,-3.673785031862892847e-01,-1,0,1.183858133828895376e+00,2.758532884479995229e+00
970,7009.7,8.309391770614693584e-02,-3.386907652167638894e-01,-1,0,1.210859957955437105e+00,2.641099013042437438e+00
971,7009.71,9.225233048499806299e-02,-3.090368637313299915e-01,-1,0,1.236665742898631848e+00,2.519353992764921113e+00
972,7009.72,1.007954135732121309e-01,-2.782334049668209741e-01,-1,0,1.261233255819419918e+00,2.393474575265056359e+00
973,7009.73,1.087415676609768678e-01,-2.460664665854130351e-01,-1,0,1.284522061627456635e+00,2.263643516417062074e+00
974,7009.74,1.161072805614489500e-01,-2.122823786282133918e-01,-1,0,1.306493581743503718e+00,2.130049319064208913e+00
975,7009.75,1.229072980864031189e-01,-1.765751512832024472e-01,-1,0,1.327111150251941485e+00,1.992885968388516726e+00
976,7009.76,1.291547706823653885e-01,-1.385689027205047608e-01,-1,0,1.346340067371729843e+00,1.852352660290022657e+00
977,7009.77,1.348613792552506574e-01,-9.779262714880901375e-02,-1,0,1.364147650177707671e+00,1.708653523136448582e+00
978,7009.78,1.400374429960951350e-01,-5.364284508881456137e-02,-1,0,1.380503280507776820e+00,1.561997333252177045e+00
979,7009.79,1.446920115194165746e-01,-5.326337092948970134e-03,-1,0,1.395378449995237746e+00,1.412597224523042927e+00
980,7009.8,1.488329432143878917e-01,4.823138989247727909e-02,-1,0,1.408746802169346557e+00,1.260670392500548020e+00
981,7009.81,1.524669713682386407e-01,1.085399695029768685e-01,-1,0,1.420584171571035226e+00,1.106437793395744995e+00
982,7009.82,1.555997593361364006e-01,1.778195447726586553e-01,-1,0,1.430868619834669619e+00,9.501238383591393832e-01
983,7009.83,1.582359457904097266e-01,2.595348465806564531e-01,-1,0,1.439580468690706327e+00,7.919560834485894762e-01
984,7009.84,1.603791808748942505e-01,3.595487914656912976e-01,-1,0,1.446702329848165824e+00,6.321649156922745094e-01
985,7009.85,1.620321539097186736e-01,4.890267049350237039e-01,-1,0,1.452219131719921119e+00,4.709832356583873447e-01
986,7009.86,1.631966131316693602e-01,6.737357674772863625e-01,-1,0,1.456118142957950390e+00,3.086461369472648930e-01
987,7009.87,1.638733778100107119e-01,1.001337099709534328e+00,-1,0,1.458388992769865666e+00,1.453905830251951969e-01
988,7009.88,1.640623429426694979e-01,1.895837421426909586e+00,1,0,1.459023687992249352e+00,-1.854491817786348487e-02
989,7009.89,1.637624766088337791e-01,9.014997608759849346e-01,1,0,1.458016626900553225e+00,-1.829206414819611881e-01
990,7009.9,1.629718099274108101e-01,6.220220337778399333e-01,1,0,1.455364609739582704e+00,-3.474959730556230197e-01
991,7009.91,1.616874194426403955e-01,4.523922328217949151e-01,1,0,1.451066845962854179e+00,-5.120297399711188913e-01
992,7009.92,1.599054016246345966e-01,3.297785106760823259e-01,1,0,1.445124958173402030e+00,-6.762805402877171135e-01
993,7009.93,1.576208390296103823e-01,2.333378959992986612e-01,1,0,1.437542982762902710e+00,-8.400070732338137391e-01
994,7009.94,1.548277575075602541e-01,1.535404774571291486e-01,1,0,1.428327367250268098e+00,-1.002968469059080991e+00
995,7009.95,1.515190736688698248e-01,8.522125044417308559e-02,1,0,1.417486964325153309e+00,-1.164924618128575950e+00
996,7009.96,1.476865316197938649e-01,2.526207858694439617e-02,1,0,1.405033022606090531e+00,-1.325636498832085453e+00
997,7009.97,1.433206277423454966e-01,-2.836678265654640763e-02,1,0,1.390979174127226603e+00,-1.484866503883863986e+00
998,7009.98,1.384105220179260576e-01,-7.706279909810227757e-02,1,0,1.375341418571869978e+00,-1.642378764590326501e+00
999,7009.99,1.329439340645878764e-01,-1.218311331270986314e-01,1,0,1.358138104275271818e+00,-1.797939472666213900e+00
1000,7010,1.269070216608396418e-01,-1.634208508385543990e-01,1,0,1.339389906023238153e+00,-1.951317199183211892e+00
1001,7010.01,1.202842390461124067e-01,-2.024069828073243316e-01,1,0,1.319119799677310967e+00,-2.102283210239014988e+00
1002,7010.02,1.130581716958651978e-01,-2.392424157945878260e-01,1,0,1.297353033661357680e+00,-2.250611778939333174e+00
1003,7010.03,1.052093435372538494e-01,-2.742920599983231789e-01,1,0,1.274117097348453687e+00,-2.396080493290380531e+00
1004,7010.04,9.671599165925916231e-02,-3.078561392977225419e-01,1,0,1.249441686390945216e+00,-2.538470559604909305e+00
1005,7010.05,8.755380242622279319e-02,-3.401865608282945708e-01,1,0,1.223358665040514381e+00,-2.677567101030900343e+00
1006,7010.06,7.769560145529143258e-02,-3.714987473640407600e-01,1,0,1.195902025508949196e+00,-2.813159450818536911e+00
1007,7010.07,6.711098807135824906e-02,-4.019804220922276738e-01,1,0,1.167107844424126961e+00,-2.945041439948102191e+00
1008,7010.08,5.576590247875703316e-02,-4.317983082841536646e-01,1,0,1.137014236439460424e+00,-3.073011678748922115e+00
1009,7010.09,4.362211081031446697e-02,-4.611033859294974557e-01,1,0,1.105661305058707633e+00,-3.196873832147414163e+00
1010,7010.1,3.063658918620964025e-02,-4.900351479008275835e-01,1,0,1.073091090741635778e+00,-3.316436888190712473e+00
1011,7010.11,1.676078259368984566e-02,-5.187251721379469993e-01,1,0,1.039347516359508061e+00,-3.431515419501165454e+00
1012,7010.12,1.939707296415461336e-03,-5.473002466316567727e-01,1,0,1.004476330072775037e+00,-3.541929837326282637e+00
1013,7010.13,-1.388914410176081415e-02,-5.758852350120478025e-01,1,0,9.685250457066494345e-01,-3.647506637858396239e+00
1014,7010.14,-3.079714890057654725e-02,-6.046058433843416458e-01,1,0,9.315428807034553671e-01,-3.748078640508397452e+00
1015,7010.15,-4.886622391671339299e-02,-6.335914390142318720e-01,1,0,8.935806917337461019e-01,-3.843485217828392475e+00
1016,7010.16,-6.819091591239873074e-02,-6.629780768624479181e-01,1,0,8.546909080511813084e-01,-3.933572516789008322e+00
1017,7010.17,-8.888104642593268323e-02,-6.929119117090671853e-01,1,0,8.149274626790418141e-01,-4.018193671128296174e+00
1018,7010.18,-1.110650969069594957e-01,-7.235532154088449852e-01,1,0,7.743457215190338028e-01,-4.097209004500778740e+00
1019,7010.19,-1.348945971807426758e-01,-7.550812881647540609e-01,1,0,7.330024104756881487e-01,-4.170486224167113676e+00
1020,7010.2,-1.605498962628970905e-01,-7.877006628858589377e-01,1,0,6.909555406921950027e-01,-4.237900604977088648e+00
1021,7010.21,-1.882478729574683096e-01,-8.216491757032672316e-01,1,0,6.482643319959263684e-01,-4.299335163411204697e+00
1022,7010.22,-2.182524250204363192e-01,-8.572087536961503496e-01,1,0,6.049891346541780290e-01,-4.354680821458983608e+00
1023,7010.23,-2.508890320035724875e-01,-8.947202246028115313e-01,1,0,5.611913495428222376e-01,-4.403836560125204080e+00
1024,7010.24,-2.865654510432850688e-01,-9.346042153966919175e-01,1,0,5.169333468325768566e-01,-4.446709562368674540e+00
1025,7010.25,-3.258019321040035998e-01,-9.773915322291650831e-01,1,0,4.722783832994871256e-01,-4.483215345291778675e+00
1026,7010.26,-3.692767441267757467e-01,-1.023768817874916470e+00,1,0,4.272905183679650554e-01,-4.513277881412814274e+00
1027,7010.27,-4.178973829655627248e-01,-1.074649861176423693e+00,1,0,3.820345289963369972e-01,-4.536829708867251121e+00
1028,7010.28,-4.729170829250927133e-01,-1.131292183019407815e+00,1,0,3.365758235163232581e-01,-4.553812030398218802e+00
1029,7010.29,-5.361363313001100694e-01,-1.195498600188432459e+00,1,0,2.909803545391939084e-01,-4.564174801010952187e+00
1030,7010.3,-6.102767258878826206e-01,-1.269991108344129538e+00,1,0,2.453145310425280945e-01,-4.567876804180483141e+00
1031,7010.31,-6.997412797466148193e-01,-1.359171189041350924e+00,1,0,1.996451297525367041e-01,-4.564885716516515757e+00
1032,7010.32,-8.123687288036749443e-01,-1.470874096444426238e+00,1,0,1.540392059377946876e-01,-4.555178160804276288e+00
1033,7010.33,-9.643141487104841536e-01,-1.621249429596523184e+00,1,0,1.085640037309678063e-01,-4.538739747354956222e+00
1034,7010.34,-1.198686409634967420e+00,-1.853398517778197974e+00,1,0,6.328686609570745303e-02,-4.515565103614407327e+00
1035,7010.35,-1.738139179088793673e+00,-2.389965327228984471e+00,1,0,1.827514455632484047e-02,-4.485657891993708013e+00
1036,7010.36,-1.578332065606650403e+00,-2.226597479475425079e+00,-1,0,2.640389119185489186e-02,4.449030815900351321e+00
1037,7010.37,-1.150684143239148138e+00,-1.794699617782814283e+00,-1,0,7.068314367342135029e-02,4.405705613963835532e+00
1038,7010.38,-9.412105278696896171e-01,-1.580269788260303399e+00,-1,0,1.144957779070664428e-01,4.355713042464578244e+00
1039,7010.39,-8.019609538640998236e-01,-1.435337778386956531e+00,-1,0,1.577753114451710403e-01,4.299092845990098333e+00
1040,7010.4,-6.979815811840864859e-01,-1.324926635787961660e+00,-1,0,2.004557040612463259e-01,4.235893716357487016e+00
1041,7010.41,-6.153393958422210819e-01,-1.235076720875279532e+00,-1,0,2.424714469681497619e-01,4.166173239856126642e+00
1042,7010.42,-5.470524190041897716e-01,-1.158775496896934820e+00,-1,0,2.837576514506104375e-01,4.089997832879554984e+00
1043,7010.43,-4.891198320213926420e-01,-1.091987149696396209e+00,-1,0,3.242501367963611658e-01,4.007442666030151202e+00
1044,7010.44,-4.390352289249273565e-01,-1.032165229533022366e+00,-1,0,3.638855174110858792e-01,3.918591576795039000e+00
1045,7010.45,-3.951248389699983932e-01,-9.775901328366249921e-01,-1,0,4.026012890034458280e-01,3.823536970906149968e+00
1046,7010.46,-3.562158921065038397e-01,-9.270365646727170006e-01,-1,0,4.403359137276531832e-01,3.722379712511830974e+00
1047,7010.47,-3.214553053576503228e-01,-8.795911178374999917e-01,-1,0,4.770289041724015133e-01,3.615229003301603239e+00
1048,7010.48,-2.902036860705402010e-01,-8.345449088699186113e-01,-1,0,5.126209060864530542e-01,3.502202250739761435e+00
1049,7010.49,-2.619699769698478065e-01,-7.913265213864371095e-01,-1,0,5.470537797328068885e-01,3.383424925577365183e+00
1050,7010.5,-2.363693731506331386e-01,-7.494577858783235680e-01,-1,0,5.802706797651366877e-01,3.259030408825809744e+00
1051,7010.51,-2.130952297741434687e-01,-7.085229759866455979e-01,-1,0,6.122161335220850376e-01,3.129159828388568876e+00
1052,7010.52,-1.918997304621980760e-01,-6.681459977464662137e-01,-1,0,6.428361176370360752e-01,2.993961885560864733e+00
1053,7010.53,-1.725802348348493276e-01,-6.279722158444529523e-01,-1,0,6.720781328631447726e-01,2.853592671619884058e+00
1054,7010.54,-1.549694192134827286e-01,-5.876526345323714873e-01,-1,0,6.998912770156978658e-01,2.708215474740770734e+00
1055,7010.55,-1.389280178042300862e-01,-5.468286559917888701e-01,-1,0,7.262263159362889464e-01,2.558000577485907368e+00
1056,7010.56,-1.243393883030239760e-01,-5.051157579399278008e-01,-1,0,7.510357523858289808e-01,2.403125045126971671e+00
1057,7010.57,-1.111053841749844173e-01,-4.620842060992030875e-01,-1,0,7.742738927760670631e-01,2.243772505070905865e+00
1058,7010.58,-9.914318050352448342e-02,-4.172342671813173975e-01,-1,0,7.958969116520612230e-01,2.080132917672219417e+00
1059,7010.59,-8.838280786860105986e-02,-3.699620740023376597e-01,-1,0,8.158629138409237980e-01,1.912402338724985773e+00
1060,7010.6,-7.876522057272769550e-02,-3.195097760664744602e-01,-1,0,8.341319941851447206e-01,1.740782673938452207e+00
1061,7010.61,-7.024077453049736020e-02,-2.648886936508815793e-01,-1,0,8.506662947818962595e-01,1.565481425710346874e+00
1062,7010.62,-6.276802418853041909e-02,-2.047541202278423123e-01,-1,0,8.654300596529020950e-01,1.386711432521744003e+00
1063,7010.63,-5.631277194222912563e-02,-1.371882940336531520e-01,-1,0,8.783896867727500890e-01,1.204690601286693807e+00
1064,7010.64,-5.084732088329920602e-02,-5.929488072534248866e-02,-1,0,8.895137773868945219e-01,1.019641632998765868e+00
1065,7010.65,-4.634989446668363877e-02,3.363550113065078007e-02,-1,0,8.987731825540681285e-01,8.317917420251444982e-01
1066,7010.66,-4.280419625083742297e-02,1.500855573437742396e-01,-1,0,9.061410468513629857e-01,6.413723694069615178e-01
1067,7010.67,-4.019909021847996311e-02,3.079233527923910807e-01,-1,0,9.115928491838690695e-01,4.486188905321508713e-01
1068,7010.68,-3.852838801441485495e-02,5.570307888536774055e-01,-1,0,9.151064406444573418e-01,2.537703175542301293e-01
1069,7010.69,-3.779073424352847460e-02,1.205809026439046860e+00,-1,0,9.166620793730612116e-01,5.706899693707048055e-02
1070,7010.7,-3.798958513681348348e-02,8.120536361574992590e-01,1,0,9.162424623686421521e-01,-1.412396974881174883e-01
1071,7010.71,-3.913327972513008790e-02,4.282299407633324284e-01,1,0,9.138327542109172530e-01,-3.409076755616748389e-01
1072,7010.72,-4.123520643182629342e-02,2.250184285663476003e-01,1,0,9.094206126528709966e-01,-5.416844455331741859e-01
1073,7010.73,-4.431407197213550753e-02,8.451161013897232066e-02,1,0,9.029962110490683536e-01,-7.433174320961238868e-01
1074,7010.74,-4.839428391767865156e-02,-2.407983804709966716e-02,1,0,8.945522575888251726e-01,-9.455522973137650000e-01
1075,7010.75,-5.350646359144674985e-02,-1.134987632146673558e-01,1,0,8.840840113073715756e-01,-1.148133264026377720e+00
1076,7010.76,-5.968811254136994343e-02,-1.902802709213772536e-01,1,0,8.715892948522514505e-01,-1.350803441327381282e+00
1077,7010.77,-6.698446429120233359e-02,-2.582412469212236328e-01,1,0,8.570685039863479293e-01,-1.553305151692899289e+00
1078,7010.78,-7.544956421536995472e-02,-3.198207742751889016e-01,1,0,8.405246138130839650e-01,-1.755380259347386396e+00
1079,7010.79,-8.514763542437978061e-02,-3.766875276798355432e-01,1,0,8.219631817135312213e-01,-1.956770499446347511e+00
1080,7010.8,-9.615480924068153801e-02,-4.300488059369509952e-01,1,0,8.013923469893563523e-01,-2.157217807656166997e+00
1081,7010.81,-1.085613278428911033e-01,-4.808222569583683881e-01,1,0,7.788228272097351690e-01,-2.356464649710567461e+00
1082,7010.82,-1.224743680326465939e-01,-5.297385097966252898e-01,1,0,7.542679112645709338e-01,-2.554254350523261774e+00
1083,7010.83,-1.380216952251272777e-01,-5.774067258782674683e-01,1,0,7.277434491305553310e-01,-2.750331422436930406e+00
1084,7010.84,-1.553564459391341135e-01,-6.243594339884873667e-01,1,0,6.992678383608033066e-01,-2.944441892189765042e+00
1085,7010.85,-1.746634721336818297e-01,-6.710857264979229742e-01,1,0,6.688620073129734056e-01,-3.136333626182454370e+00
1086,7010.86,-1.961678902001169900e-01,-7.180583588203067746e-01,1,0,6.365493951349459056e-01,-3.325756653630638660e+00
1087,7010.87,-2.201468108708561355e-01,-7.657586292234013214e-01,1,0,6.023559285312690692e-01,-3.512463487190564670e+00
1088,7010.88,-2.469457730340860746e-01,-8.147023449817778484e-01,1,0,5.663099953376872220e-01,-3.696209440648858369e+00
1089,7010.89,-2.770023314189636321e-01,-8.654704566993590698e-01,1,0,5.284424149351429900e-01,-3.876752943271080998e+00
1090,7010.9,-3.108808814922650043e-01,-9.187491832036140949e-01,1,0,4.887864055386715312e-01,-4.053855850407950712e+00
1091,7010.91,-3.493258147194792107e-01,-9.753872148804528797e-01,1,0,4.473775484005989012e-01,-4.227283749962866821e+00
1092,7010.92,-3.933459438395250918e-01,-1.036483273642481384e+00,1,0,4.042537489713906029e-01,-4.396806264329628178e+00
1093,7010.93,-4.443552353187599779e-01,-1.103529302984419314e+00,1,0,3.594551950653795958e-01,-4.562197347414943316e+00
1094,7010.94,-5.044219302069158362e-01,-1.178661537220127453e+00,1,0,3.130243120824284242e-01,-4.723235576366607624e+00
1095,7010.95,-5.767447595952531758e-01,-1.265138277296416369e+00,1,0,2.650057153403357346e-01,-4.879704437634877046e+00
1096,7010.96,-6.666612429987027744e-01,-1.368349450287041913e+00,1,0,2.154461595764881054e-01,-5.031392607001773598e+00
1097,7010.97,-7.841127541836397929e-01,-1.498282702996379667e+00,1,0,1.643944856808729205e-01,-5.178094223220690573e+00
1098,7010.98,-9.511638406641327315e-01,-1.677043565421875826e+00,1,0,1.119015647261032004e-01,-5.319609154916749461e+00
1099,7010.99,-1.236420483839820950e+00,-1.973274408682513359e+00,1,0,5.802023936355995420e-02,-5.455743260406888062e+00
1100,7011,-2.552026469298100508e+00,-3.299151395828273436e+00,1,0,2.805262658122411809e-03,-5.586308640107622736e+00
