idx,T,log10E,log10Jump,dir,cap,E,slope
455,7004.55,1.359998249502041012e-01,-6.831969258813727630e-02,1,0,1.367728274309536474e+00,-1.600735282571656315e+00
456,7004.56,1.306437417114351685e-01,-1.127427449098320905e-01,1,0,1.350963892548232348e+00,-1.751404602377592212e+00
457,7004.57,1.247373871907621196e-01,-1.534525100356210481e-01,1,0,1.332715311053028540e+00,-1.897535445796844300e+00
458,7004.58,1.182743512070251607e-01,-1.911197822813618108e-01,1,0,1.313029099884775563e+00,-2.038891585251517480e+00
459,7004.59,1.112471066496910771e-01,-2.262604626575638600e-01,1,0,1.291954165885463635e+00,-2.175241945924565989e+00
460,7004.6,1.036469703414241439e-01,-2.592803013656301836e-01,1,0,1.269541699544547431e+00,-2.306360926067009487e+00
461,7004.61,9.546405494020290816e-02,-2.905046428157495031e-01,1,0,1.245845118690080078e+00,-2.432028711659264264e+00
462,7004.62,8.668721123361652903e-02,-3.201988338599737194e-01,1,0,1.220920009063178657e+00,-2.552031585016464099e+00
463,7004.63,7.730396001379255533e-02,-3.485826112151441669e-01,1,0,1.194824061838397400e+00,-2.666162226934150947e+00
464,7004.64,6.730041253622379149e-02,-3.758404876757874269e-01,1,0,1.167617008156600633e+00,-2.774220011977731826e+00
465,7004.65,5.666117835379937823e-02,-4.021294092018091737e-01,1,0,1.139360550740845524e+00,-2.876011296526618466e+00
466,7004.66,4.536925907171503181e-02,-4.275845080103388152e-01,1,0,1.110118292669640683e+00,-2.971349699191988325e+00
467,7004.67,3.340592628123157520e-02,-4.523235009714704491e-01,1,0,1.079955663385716580e+00,-3.060056373235598315e+00
468,7004.68,2.075058159011791345e-02,-4.764501075934828855e-01,1,0,1.048939842022119651e+00,-3.141960270626077634e+00
469,7004.69,7.380596262186508300e-03,-5.000567480856460412e-01,1,0,1.017139678131037561e+00,-3.216898397378562979e+00
470,7004.7,-6.728872508568760347e-03,-5.232267063808797580e-01,1,0,9.846256099042478560e-01,-3.284716059833451496e+00
471,7004.71,-2.160509225253592208e-02,-5.460358918134653461e-01,1,0,9.514695799774806062e-01,-3.345267101540385646e+00
472,7004.72,-3.727799708788052946e-02,-5.685542979302421474e-01,1,0,9.177449489142657235e-01,-3.398414130424375568e+00
473,7004.73,-5.378046595125871021e-02,-5.908472323682886218e-01,1,0,8.835264064680118379e-01,-3.444028735922158191e+00
474,7004.74,-7.114864343760406162e-02,-6.129763744700552630e-01,1,0,8.488898807241277433e-01,-3.481991695788492436e+00
475,7004.75,-8.942231083553441040e-02,-6.350007051282293702e-01,1,0,8.139124452269363985e-01,-3.512193172284111320e+00
476,7004.76,-1.086453166256274167e-01,-6.569773448136199123e-01,1,0,7.786722241989569859e-01,-3.534532897469399693e+00
477,7004.77,-1.288660778240555138e-01,-6.789623298911097171e-01,1,0,7.432482959628231578e-01,-3.548920347340633441e+00
478,7004.78,-1.501381662356839342e-01,-7.010113535566006027e-01,1,0,7.077205946786729873e-01,-3.555274904558693994e+00
479,7004.79,-1.725209971065830017e-01,-7.231804956540117679e-01,1,0,6.721698105122825284e-01,-3.553526009533597207e+00
480,7004.8,-1.960806420782654214e-01,-7.455269650577421858e-01,1,0,6.366772883515083858e-01,-3.543613299641920733e+00
481,7004.81,-2.208907940782325052e-01,-7.681098791860571096e-01,1,0,6.013249251907686332e-01,-3.525486736368256935e+00
482,7004.82,-2.470339192975085918e-01,-7.909911076440345745e-01,1,0,5.661950663053049171e-01,-3.499106720176131891e+00
483,7004.83,-2.746026413588204540e-01,-8.142362112428725984e-01,1,0,5.313704003388449726e-01,-3.464444192928446853e+00
484,7004.84,-3.037014161000344825e-01,-8.379155141718196420e-01,1,0,4.969338534300063448e-01,-3.421480727692314705e+00
485,7004.85,-3.344485734320317150e-01,-8.621053566578257277e-01,1,0,4.629684825043620111e-01,-3.370208605778262978e+00
486,7004.86,-3.669788274520602855e-01,-8.868895891966523948e-01,1,0,4.295573678605098533e-01,-3.310630880879041449e+00
487,7004.87,-4.014463903442422876e-01,-9.123613891671533693e-01,1,0,3.967835051797591883e-01,-3.242761430188763949e+00
488,7004.88,-4.380288740393593616e-01,-9.386255091273836282e-01,1,0,3.647296970901628965e-01,-3.166624992398775706e+00
489,7004.89,-4.769322330322401937e-01,-9.658011077182135917e-01,1,0,3.334784444165794781e-01,-3.082257192482446673e+00
490,7004.9,-5.183971030528760071e-01,-9.940253759070906137e-01,1,0,3.031118372492486723e-01,-2.989704553197044312e+00
491,7004.91,-5.627070410441379344e-01,-1.023458264867181500e+00,1,0,2.737114459640018760e-01,-2.889024493246916681e+00
492,7004.92,-6.101994012701132952e-01,-1.054288766648235232e+00,1,0,2.453582123277063265e-01,-2.780285312068386361e+00
493,7004.93,-6.612799401083722106e-01,-1.086743428949461743e+00,1,0,2.181323408228553473e-01,-2.663566161213007266e+00
494,7004.94,-7.164428158313718153e-01,-1.121098161914882541e+00,1,0,1.921131903253708306e-01,-2.538957002322145051e+00
495,7004.95,-7.762985997310377639e-01,-1.157695032281637282e+00,1,0,1.673791662696709759e-01,-2.406558551702192794e+00
496,7004.96,-8.416145468953576403e-01,-1.196966861745450972e+00,1,0,1.440076134348826087e-01,-2.266482211526115620e+00
497,7004.97,-9.133743005797060333e-01,-1.239474510797414997e+00,1,0,1.220747094857381060e-01,-2.118849987703367077e+00
498,7004.98,-9.928697198591146522e-01,-1.285965735887173000e+00,1,0,1.016553594011944811e-01,-1.963794394476595651e+00
499,7004.99,-1.081848565842598031e+00,-1.337472790452875593e+00,1,0,8.282309092314721344e-02,-1.801458345819851203e+00
500,7005,-1.182765592687189615e+00,-1.395484425519702087e+00,1,0,6.564995115678200210e-02,-1.631995033729263689e+00
501,7005.01,-1.299240879643052571e+00,-1.462273317286721275e+00,1,0,5.020640445311777555e-02,-1.455567793513333097e+00
502,7005.02,-1.436979181842271469e+00,-1.541585761036652125e+00,1,0,3.656123170314198173e-02,-1.272349956206039190e+00
503,7005.03,-1.605873615958650413e+00,-1.640311425690729408e+00,1,0,2.478143117162752429e-02,-1.082524688241937483e+00
504,7005.04,-1.825878499577175740e+00,-1.773451809778251231e+00,1,0,1.493212099724954521e-02,-8.862848185482103958e-01
505,7005.05,-2.150184957472972336e+00,-1.985134792126806769e+00,1,0,7.076443483992510969e-03,-6.838326532243047540e-01
506,7005.06,-2.894329306813745895e+00,-2.571370010306320619e+00,1,0,1.275471307053925064e-03,-4.753797779952577685e-01
507,7005.07,-2.617643539298399880e+00,-2.034528328703746780e+00,-1,0,2.411884245486428918e-03,2.611468486400929656e-01
508,7005.08,-2.405722074726462267e+00,-1.022337985474115918e+00,-1,0,3.928962876052174633e-03,4.136336961172756149e-02
509,7005.09,-2.491949601330251785e+00,-1.756135677734795175e+00,1,0,3.221442609070189391e-03,-1.837325389203363080e-01
510,7005.1,-3.624474036175293623e+00,-3.241363571239315178e+00,1,0,2.374247360296228247e-04,-4.138943853586941057e-01
511,7005.11,-2.294779336614158893e+00,-2.106935400216510601e+00,-1,0,5.072483737924717885e-03,6.488675620379474873e-01
512,7005.12,-1.894316463968789721e+00,-1.842919935337807624e+00,-1,0,1.275509025521762499e-02,8.883896113816796003e-01
513,7005.13,-1.641027523412428968e+00,-1.694947030877329341e+00,-1,0,2.285453958143000841e-02,1.132190502568629187e+00
514,7005.14,-1.450846607236940589e+00,-1.590723465011558035e+00,-1,0,3.541223949884344385e-02,1.379992918406814928e+00
515,7005.15,-1.296994323207610433e+00,-1.509584742604791252e+00,-1,0,5.046678941846149263e-02,1.631512552101316293e+00
516,7005.16,-1.167146904779869931e+00,-1.442794140530504476e+00,-1,0,6.805391200781989169e-02,1.886458413588733896e+00
517,7005.17,-1.054499962014790793e+00,-1.385832724934193072e+00,-1,0,8.820638792856605459e-02,2.144533145099036808e+00
518,7005.18,-9.548570607781702302e-01,-1.336050387910760140e+00,-1,0,1.109539937743354715e-01,2.405433345593583461e+00
519,7005.19,-8.654294529066335340e-01,-1.291753602632453868e+00,-1,0,1.363234432958824738e-01,2.668849903716574712e+00
520,7005.2,-7.842611253475970656e-01,-1.251790553451327170e+00,-1,0,1.643383319967394729e-01,2.934468338886107919e+00
521,7005.21,-7.099228851385591677e-01,-1.215340028465633049e+00,-1,0,1.950190851788870527e-01,3.201969150140305143e+00
522,7005.22,-6.413363985937131639e-01,-1.181794537198516126e+00,-1,0,2.283829095140199050e-01,3.471028172343796125e+00
523,7005.23,-5.776666957999422314e-01,-1.150691196080603884e+00,-1,0,2.644437482119982863e-01,3.741316939350033621e+00
524,7005.24,-5.182532713983234451e-01,-1.121668647330132940e+00,-1,0,3.032122398539807695e-01,4.012503053705652967e+00
525,7005.25,-4.625641582798678542e-01,-1.094439020700609166e+00,-1,0,3.446956809535541288e-01,4.284250562474252177e+00
526,7005.26,-4.101642989023002173e-01,-1.068769017291985701e+00,-1,0,3.888979923049052934e-01,4.556220338748668830e+00
527,7005.27,-3.606931533786220667e-01,-1.044466753623231048e+00,-1,0,4.358196891727340039e-01,4.828070468412991367e+00
528,7005.28,-3.138484670389855014e-01,-1.021372370572352306e+00,-1,0,4.854578553741783487e-01,5.099456641708278504e+00
529,7005.29,-2.693742589534658394e-01,-9.993511770316108045e-01,-1,0,5.378061212985322248e-01,5.370032549149148515e+00
530,7005.3,-2.270517724348845023e-01,-9.782885446062570267e-01,-1,0,5.928546459059724771e-01,5.639450281332195836e+00
531,7005.31,-1.866925478129653482e-01,-9.580860396133704660e-01,-1,0,6.505901027418952154e-01,5.907360732171465401e+00
532,7005.32,-1.481330441385315388e-01,-9.386584469921587237e-01,-1,0,7.109956699987866058e-01,6.173414005091085954e+00
533,7005.33,-1.112304101248908633e-01,-9.199314486702945270e-01,-1,0,7.740510246528294891e-01,6.437259821700565432e+00
534,7005.34,-7.585912046419748811e-02,-9.018397898426009363e-01,-1,0,8.397323406976848759e-01,6.698547932474225419e+00
535,7005.35,-4.190827252353040988e-02,-8.843258142395443722e-01,-1,0,9.080122914930813804e-01,6.956928528952786017e+00
536,7005.36,-9.279393127003316213e-03,-8.673382820804921289e-01,-1,0,9.788600562410116890e-01,7.212052656982235632e+00
537,7005.37,2.211535628825831226e-02,-8.508314071500540088e-01,-1,0,1.052241330597474711e+00,7.463572630502803840e+00
538,7005.38,5.235466022454689922e-02,-8.347640655536143761e-01,-1,0,1.128118341422823079e+00,7.711142445399134182e+00
539,7005.39,8.150927940207917943e-02,-8.190991403009320049e-01,-1,0,1.206449865668874022e+00,7.954418192921608899e+00
540,7005.4,1.096430800229669794e-01,-8.038029743186785314e-01,-1,0,1.287191253396048340e+00,8.193058472188219810e+00
541,7005.41,1.368139002961070438e-01,-7.888449107322121900e-01,-1,0,1.370294454908884241e+00,8.426724801276414212e+00
542,7005.42,1.630742842341009746e-01,-7.741969039161429311e-01,-1,0,1.455708051993378271e+00,8.655082026414969931e+00
543,7005.43,1.884721064520908651e-01,-7.598331883296242095e-01,-1,0,1.543377293234708736e+00,8.877798728787141158e+00
544,7005.44,2.130511068793896901e-01,-7.457299948323247163e-01,-1,0,1.633244133389016417e+00,9.094547628458148125e+00
545,7005.45,2.368513505650994277e-01,-7.318653062382407537e-01,-1,0,1.725247276778061556e+00,9.305005984942436470e+00
546,7005.46,2.599096248485911476e-01,-7.182186454631996897e-01,-1,0,1.819322224670745225e+00,9.508855993929117290e+00
547,7005.47,2.822597838772882839e-01,-7.047708908715274445e-01,-1,0,1.915401326610681076e+00,9.705785179687538289e+00
548,7005.48,3.039330486417664012e-01,-6.915041144111604421e-01,-1,0,2.013413835644248362e+00,9.895486782679073556e+00
549,7005.49,3.249582692529955907e-01,-6.784014389061016059e-01,-1,0,2.113285967398836007e+00,1.007766014190592507e+01
550,7005.5,3.453621550268127227e-01,-6.654469114966183874e-01,-1,0,2.214940962956323922e+00,1.025201107153296398e+01
551,7005.51,3.651694770044199290e-01,-6.526253907156367440e-01,-1,0,2.318299155462238748e+00,1.041825223132453537e+01
552,7005.52,3.844032467774822215e-01,-6.399224450907341488e-01,-1,0,2.423278040406463330e+00,1.057610349044448128e+01
553,7005.53,4.030848748657979153e-01,-6.273242614850924603e-01,-1,0,2.529792349506911009e+00,1.072529228417461766e+01
554,7005.54,4.212343113862848099e-01,-6.148175616532094434e-01,-1,0,2.637754128123147357e+00,1.086555396311435295e+01
555,7005.55,4.388701713321473408e-01,-6.023895257000423387e-01,-1,0,2.747072816122625216e+00,1.099663213443218446e+01
556,7005.56,4.560098464332711932e-01,-5.900277213048378266e-01,-1,0,2.857655332117935654e+00,1.111827899474834069e+01
557,7005.57,4.726696052794934766e-01,-5.777200377104197981e-01,-1,0,2.969406160989320753e+00,1.123025565423685990e+01
558,7005.58,4.888646831465942588e-01,-5.654546235907614848e-01,-1,0,3.082227444602626765e+00,1.133233245154502633e+01
559,7005.59,5.046093627619935296e-01,-5.532198279986351164e-01,-1,0,3.196019075628900197e+00,1.142428925913807980e+01
560,7005.6,5.199170470763067042e-01,-5.410041436643590052e-01,-1,0,3.310678794367961419e+00,1.150591577868768844e+01
561,7005.61,5.348003249625048472e-01,-5.287961519687004452e-01,-1,0,3.426102288474535573e+00,1.157701182613367408e+01
562,7005.62,5.492710306419378297e-01,-5.165844689497234299e-01,-1,0,3.542183295481864835e+00,1.163738760605995282e+01
563,7005.63,5.633402975322173711e-01,-5.043576917260926828e-01,-1,0,3.658813708014199584e+00,1.168686397503756424e+01
564,7005.64,5.770186071229312930e-01,-4.921043447288863115e-01,-1,0,3.775883681576156725e+00,1.172527269359999735e+01
565,7005.65,5.903158334088900450e-01,-4.798128251306502112e-01,-1,0,3.893281744803643196e+00,1.175245666652881305e+01
566,7005.66,6.032412833450844225e-01,-4.674713468441979991e-01,-1,0,4.010894912057896278e+00,1.176827017114069029e+01
567,7005.67,6.158037337310574566e-01,-4.550678824339551287e-01,-1,0,4.128608798241164557e+00,1.177257907328059261e+01
568,7005.68,6.280114648835963820e-01,-4.425901022384952643e-01,-1,0,4.246307735709673459e+00,1.176526103073967455e+01
569,7005.69,6.398722914143598617e-01,-4.300253099427950310e-01,-1,0,4.363874893156777013e+00,1.174620568383081398e+01
570,7005.7,6.513935903923052662e-01,-4.173603737605326436e-01,-1,0,4.481192396336584949e+00,1.171531483286928044e+01
571,7005.71,6.625823271387737412e-01,-4.045816522876730659e-01,-1,0,4.598141450495941918e+00,1.167250260232096792e+01
572,7005.72,6.734450788751230599e-01,-3.916749139649492450e-01,-1,0,4.714602464380277524e+00,1.161769559139587926e+01
573,7005.73,6.839880564183190570e-01,-3.786252489339401173e-01,-1,0,4.830455175676763524e+00,1.155083301088004966e+01
574,7005.74,6.942171240984021940e-01,-3.654169718832245839e-01,-1,0,4.945578777756169053e+00,1.147186680601491737e+01
575,7005.75,7.041378180528354847e-01,-3.520335142498005609e-01,-1,0,5.059852047573016876e+00,1.138076176524914551e+01
576,7005.76,7.137553630360546908e-01,-3.384573038567144643e-01,-1,0,5.173153474581949851e+00,1.127749561470421824e+01
577,7005.77,7.230746878677900558e-01,-3.246696297179069157e-01,-1,0,5.285361390526726488e+00,1.116205909821156617e+01
578,7005.78,7.321004396306487472e-01,-3.106504893092594255e-01,-1,0,5.396354099956907291e+00,1.103445604279568215e+01
579,7005.79,7.408369967158204838e-01,-2.963784150694649400e-01,-1,0,5.506010011326150533e+00,1.089470340949450389e+01
580,7005.8,7.492884808054122159e-01,-2.818302762279414897e-01,-1,0,5.614207768525004916e+00,1.074283132942535168e+01
581,7005.81,7.574587678706550253e-01,-2.669810512232158040e-01,-1,0,5.720826382700271218e+00,1.057888312502181272e+01
582,7005.82,7.653514982569342706e-01,-2.518035649259947051e-01,-1,0,5.825745364212342459e+00,1.040291531638423272e+01
583,7005.83,7.729700859191338536e-01,-2.362681835525425322e-01,-1,0,5.928844854581441837e+00,1.021499761270374762e+01
584,7005.84,7.803177268640575370e-01,-2.203424584601135217e-01,-1,0,6.030005758273367711e+00,1.001521288873722959e+01
585,7005.85,7.873974068506072177e-01,-2.039907078406637542e-01,-1,0,6.129109874175217243e+00,9.803657146327958927e+00
586,7005.86,7.942119083928601553e-01,-1.871735225127280355e-01,-1,0,6.226040026611578959e+00,9.580439460984266020e+00
587,7005.87,8.007638171061489674e-01,-1.698471783342696551e-01,-1,0,6.320680195751931407e+00,9.345681913545915265e+00
588,7005.88,8.070555274316151273e-01,-1.519629329142937746e-01,-1,0,6.412915647260325258e+00,9.099519506985465966e+00
589,7005.89,8.130892477704482202e-01,-1.334661778539209254e-01,-1,0,6.502633061039015061e+00,8.842100068409209257e+00
590,7005.9,8.188670050550754809e-01,-1.142954090772024672e-01,-1,0,6.589720658918442275e+00,8.573584136339773565e+00
591,7005.91,8.243906487808809747e-01,-9.438096601712056555e-02,-1,0,6.674068331146846944e+00,8.294144833379679227e+00
592,7005.92,8.296618545185795446e-01,-7.364347417682524932e-02,-1,0,6.755567761533908921e+00,8.003967724372403225e+00
593,7005.93,8.346821269240995989e-01,-5.199190290752783022e-02,-1,0,6.834112551104029265e+00,7.703250660194565391e+00
594,7005.94,8.394528022597105288e-01,-2.932111811711654234e-02,-1,0,6.909598340116312798e+00,7.392203607329821402e+00
595,7005.95,8.439750504371305029e-01,-5.508763374739771186e-03,-1,0,6.981922928309891141e+00,7.071048463391806038e+00
596,7005.96,8.482498765904349369e-01,1.958876488409239461e-02,-1,0,7.050986393234972560e+00,6.740018858780142175e+00
597,7005.97,8.522781221837277821e-01,4.614158357464342303e-02,-1,0,7.116691206531955416e+00,6.399359944669877898e+00
598,7005.98,8.560604656557041503e-01,7.435332064402763730e-02,-1,0,7.178942348022987474e+00,6.049328167550974911e+00
599,7005.99,8.595974226003954000e-01,1.044705758676660740e-01,-1,0,7.237647417482646617e+00,5.690191030550396434e+00
600,7006,8.628893454805148799e-01,1.367959645481150732e-01,-1,0,7.292716743956766834e+00,5.322226841785067109e+00
601,7006.01,8.659364228668863239e-01,1.717065067926873689e-01,-1,0,7.344063492501057056e+00,4.945724450009387319e+00
602,7006.02,8.687386781943989833e-01,2.096802277444235196e-01,-1,0,7.391603768213812486e+00,4.560982967836160640e+00
603,7006.03,8.712959680217682301e-01,2.513358032635347183e-01,-1,0,7.435256717439921559e+00,4.168311482824573311e+00
604,7006.04,8.736079797790408108e-01,2.974937712082771912e-01,-1,0,7.474944626026371886e+00,3.768028756743384555e+00
605,7006.05,8.756742289832391002e-01,3.492751221713924492e-01,-1,0,7.510593014512592980e+00,3.360462913331637047e+00
606,7006.06,8.774940558987397443e-01,4.082685200141162873e-01,-1,0,7.542130730142294404e+00,2.945951114892971123e+00
607,7006.07,8.790666216148790291e-01,4.768328924606708985e-01,-1,0,7.569490035586863286e+00,2.524839228073023190e+00
608,7006.08,8.803909035088220980e-01,5.586927688230494127e-01,-1,0,7.592606694273956514e+00,2.097481479182415232e+00
609,7006.09,8.814656900568537123e-01,6.602497080420913766e-01,-1,0,7.611420052218610621e+00,1.664240099440407405e+00
610,7006.1,8.822895749518888664e-01,7.939815891071151377e-01,-1,0,7.625873116257993800e+00,1.225484960526471934e+00
611,7006.11,8.828609504790670970e-01,9.898801777251777789e-01,-1,0,7.635912628594882179e+00,7.815932008387492802e-01
612,7006.12,8.831780000947030418e-01,1.360800490210517077e+00,-1,0,7.641489137558946432e+00,3.329488428696238955e-01
613,7006.13,8.832386901465157925e-01,1.803849040429117645e+00,1,0,7.642557064499138519e+00,-1.200575978805625138e-01
614,7006.14,8.830407606648135177e-01,1.121842735065730512e+00,1,0,7.639074766724699650e+00,-5.770295120203275951e-01
615,7006.15,8.825817151450418008e-01,8.665665679861459525e-01,1,0,7.631004596416673280e+00,-1.037564602973256145e+00
616,7006.16,8.818588092316456128e-01,7.054042553557822171e-01,1,0,7.618312955436294054e+00,-1.501255300823157279e+00
617,7006.17,8.808690382013394382e-01,5.869125400605927911e-01,1,0,7.600970345961128416e+00,-1.967689182838948891e+00
618,7006.18,8.796091231304250524e-01,4.928517266772158290e-01,1,0,7.578951416884521564e+00,-2.436449400211795790e+00
619,7006.19,8.780754956154482871e-01,4.146132671205833287e-01,1,0,7.552235005918583433e+00,-2.907115110529323587e+00
620,7006.2,8.762642808989486998e-01,3.474424270790367197e-01,1,0,7.520804177345755015e+00,-3.379261915504563341e+00
621,7006.21,8.741712792319470404e-01,2.884328814131344454e-01,1,0,7.484646255368848422e+00,-3.852462303470698401e+00
622,7006.22,8.717919452816851322e-01,2.356767094506007909e-01,1,0,7.443752853014367510e+00,-4.326286096146636950e+00
623,7006.23,8.691213653664595640e-01,1.878529040836521835e-01,1,0,7.398119896548903007e+00,-4.800300899172992075e+00
624,7006.24,8.661542322685287232e-01,1.440081321399012959e-01,1,0,7.347747645373418734e+00,-5.274072555913170923e+00
625,7006.25,8.628848173402623445e-01,1.034311058736058359e-01,1,0,7.292640707365324992e+00,-5.747165604009995654e+00
626,7006.26,8.593069395770187580e-01,6.557634541957017837e-02,1,0,7.232808049643344006e+00,-6.219143734184579664e+00
627,7006.27,8.554139312815570717e-01,3.001571242522727348e-02,1,0,7.168263004735321964e+00,-6.689570250761096126e+00
628,7006.28,8.511985998877762416e-01,-3.593611909392937283e-03,1,0,7.099023272134333595e+00,-7.158008533398585449e+00
629,7006.29,8.466531854445401573e-01,-3.553098384866434922e-02,1,0,7.025110915233593545e+00,-7.624022499509061745e+00
630,7006.3,8.417693131812976626e-01,-6.602763880895867743e-02,1,0,6.946552353635936150e+00,-8.087177066839910111e+00
631,7006.31,8.365379404836198463e-01,-9.527772563143563356e-02,1,0,6.863378350838823749e+00,-8.547038615697871933e+00
632,7006.32,8.309492974955903222e-01,-1.234464160890198919e-01,1,0,6.775623997301088330e+00,-9.003175450291923454e+00
633,7006.33,8.249928204333601967e-01,-1.506759819484509710e-01,1,0,6.683328688902823167e+00,-9.455158258672826221e+00
634,7006.34,8.186570765353533563e-01,-1.770904309874639371e-01,1,0,6.586536100815069794e+00,-9.902560570748381252e+00
635,7006.35,8.119296793835957260e-01,-2.027991033675458077e-01,1,0,6.485294156801135301e+00,-1.034495921385511608e+01
636,7006.36,8.047971930999121559e-01,-2.278995067609383418e-01,1,0,6.379654993976568989e+00,-1.078193476536961448e+01
637,7006.37,7.972450236407337965e-01,-2.524795872304951283e-01,1,0,6.269674923059967320e+00,-1.121307200184560138e+01
638,7006.38,7.892572950728244940e-01,-2.766195779479125871e-01,1,0,6.155414384151906226e+00,-1.163796034416654024e+01
639,7006.39,7.808167082937593761e-01,-3.003935301799933733e-01,1,0,6.036937898084381970e+00,-1.205619429820770883e+01
640,7006.4,7.719043791453491510e-01,-3.238706048086848477e-01,1,0,5.914314013388176861e+00,-1.246737389050647238e+01
641,7006.41,7.624996522292466494e-01,-3.471161843062593455e-01,1,0,5.787615248930545242e+00,-1.287110509844487005e+01
642,7006.42,7.525798859374831506e-01,-3.701928521853712351e-01,1,0,5.656918032280555231e+00,-1.326700027445459362e+01
643,7006.43,7.421202032115842284e-01,-3.931612779300062699e-01,1,0,5.522302633864295096e+00,-1.365467856376096911e+01
644,7006.44,7.310932012822841664e-01,-4.160810392681728032e-01,1,0,5.383853096976920938e+00,-1.403376631518967166e+01
645,7006.45,7.194686120374634841e-01,-4.390114097116964431e-01,1,0,5.241657163723285606e+00,-1.440389748456753516e+01
646,7006.46,7.072129026102945693e-01,-4.620121371578488345e-01,1,0,5.095806196963509116e+00,-1.476471403025708895e+01
647,7006.47,6.942888031246891023e-01,-4.851442388086339430e-01,1,0,4.946395098344422259e+00,-1.511586630037316148e+01
648,7006.48,6.806547450770222829e-01,-5.084708386631956456e-01,1,0,4.793522222502280883e+00,-1.545701341123920436e+01
649,7006.49,6.662641892875668104e-01,-5.320580764759953452e-01,1,0,4.637289287526520809e+00,-1.578782361665082945e+01
650,7006.5,6.510648163216276041e-01,-5.559761216138247031e-01,1,0,4.477801281778612363e+00,-1.610797466752430296e+01
651,7006.51,6.349975441876268833e-01,-5.803003321607025367e-01,1,0,4.315166367164213312e+00,-1.641715416151865270e+01
652,7006.52,6.179953271412573779e-01,-6.051126096638487217e-01,1,0,4.149495778960917036e+00,-1.671505988223124817e+01
653,7006.53,5.999816743497167204e-01,-6.305030142428134088e-01,1,0,3.980903722307792769e+00,-1.700140012757859509e+01
654,7006.54,5.808688061933493518e-01,-6.565717251605628357e-01,1,0,3.809507265466762327e+00,-1.727589402698621157e+01
655,7006.55,5.605553363702830971e-01,-6.834314610817990854e-01,1,0,3.635426229969559664e+00,-1.753827184702424447e+01
656,7006.56,5.389233255059248107e-01,-7.112105163127696583e-01,1,0,3.458783077767563441e+00,-1.778827528513848222e+01
657,7006.57,5.158344900164962832e-01,-7.400566309466056758e-01,1,0,3.279702795505257118e+00,-1.802565775114001312e+01
658,7006.58,4.911252578557885884e-01,-7.701420046927099916e-01,1,0,3.098312776041345362e+00,-1.825018463613067965e+01
659,7006.59,4.646002228839046233e-01,-8.016699038396287724e-01,1,0,2.914742697344732125e+00,-1.846163356855577220e+01
660,7006.6,4.360233321237551030e-01,-8.348835280914755907e-01,1,0,2.729124398895566017e+00,-1.865979465709005680e+01
661,7006.61,4.051057930808173446e-01,-8.700781509559384341e-01,1,0,2.541591755724425195e+00,-1.884447072007827018e+01
662,7006.62,3.714891176373754655e-01,-9.076181178983622200e-01,1,0,2.352280550225430034e+00,-1.901547750126655600e+01
663,7006.63,3.347207484822150581e-01,-9.479612569187720883e-01,1,0,2.161328341881628923e+00,-1.917264387157690919e+01
664,7006.64,2.942179978349942493e-01,-9.916949723189569799e-01,1,0,1.968874335043393486e+00,-1.931581201669275316e+01
665,7006.65,2.492128527742034083e-01,-1.039591467798952396e+00,1,0,1.775059244902811750e+00,-1.944483761023987256e+01
666,7006.66,1.986640031239466642e-01,-1.092695743308902845e+00,1,0,1.580025161809128997e+00,-1.955958997236349006e+01
667,7006.67,1.411095465338132182e-01,-1.152472911345301831e+00,1,0,1.383915414072207639e+00,-1.965995221351894529e+01
668,7006.68,7.440477329135933293e-02,-1.221070430424867848e+00,1,0,1.186874429402708042e+00,-1.974582136331036253e+01
669,7006.69,-4.782808697066004248e-03,-1.301823095528764851e+00,1,0,9.890475951392679876e-01,-1.981710848422883942e+01
670,7006.7,-1.020535627487791502e-01,-1.400333139697888418e+00,1,0,7.905811174143582143e-01,-1.987373877015895829e+01
671,7006.71,-2.279557732619145738e-01,-1.527150294124438590e+00,1,0,5.916218794117107382e-01,-1.991565162953990509e+01
672,7006.72,-4.063625416338332297e-01,-1.706148691908077719e+00,1,0,3.923172988692715246e-01,-1.994280075308507350e+01
673,7006.73,-7.148587666239633043e-01,-2.014913853952049028e+00,1,0,1.928151849824993047e-01,-1.995515416598167846e+01
674,7006.74,-2.171571801668229718e+00,-3.471573349570933331e+00,-1,0,6.736405136472510373e-03,1.995269426450981598e+01
675,7006.75,-6.857338541028078494e-01,-1.985359196805925430e+00,-1,0,2.061893102877754291e-01,1.993541783703813763e+01
676,7006.76,-3.921211737350450144e-01,-1.691047049898023014e+00,-1,0,4.053954091444748054e-01,1.990333606937134903e+01
677,7006.77,-2.188144170414395850e-01,-1.516716560186189167e+00,-1,0,6.042067641884364404e-01,1.985647453444263988e+01
678,7006.78,-9.556807429230759765e-02,-1.392120797691694056e+00,-1,0,8.024757654648810856e-01,1.979487316636209826e+01
679,7006.79,2.400452948852250807e-05,-1.294851769191189383e+00,-1,0,1.000055273999315819e+00,1.971858621885016305e+01
680,7006.8,7.802113226239203170e-02,-1.214847885439366060e+00,-1,0,1.196798764720914399e+00,1.962768220810302822e+01
681,7006.81,1.438140624946854518e-01,-1.146715670477009397e+00,-1,0,1.392560468736972590e+00,1.952224384015484304e+01
682,7006.82,2.006304275553725258e-01,-1.087224308202605627e+00,-1,0,1.587195514803807495e+00,1.940236792281923783e+01
